vehicle_id,last_updated,previous_stop,next_stop,origin_stop,destination_stop,lat,lon,route
2263,2025-11-13T13:34:36-06:00,University and Goodwin,Fairview and Lincoln,First and Gregory,Kettering and Linview,40.118033,-88.219317,ILLINI NORTH
2017,2025-11-13T13:34:36-06:00,Chemical and Life Sciences,Goodwin and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107133,-88.2239,ILLINI North
2105,2025-11-13T13:34:30-06:00,Fourth and Chalmers,First and Daniel,Transit Plaza,LAR,40.10795,-88.235683,ILLINI SOUTH
2367,2025-11-13T13:35:30-06:00,Fifth and Chalmers,Third and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.23305,ILLINI South
2020,2025-11-13T13:35:33-06:00,Illinois Street Residence Hall,Goodwin and Nevada,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.109033,-88.223867,ILLINI North
2018,2025-11-13T13:35:36-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.099483,-88.220567,ILLINI South
2260,2025-11-13T13:35:30-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104117,-88.230433,ILLINI South
2261,2025-11-13T13:32:09-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:35:39-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1146,-88.224067,ILLINI South
2365,2025-11-13T13:35:33-06:00,Illini Union,Goodwin and Main,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.110483,-88.224283,ILLINI North
2263,2025-11-13T13:35:39-06:00,Fairview and Lincoln,Atrium Apts,First and Gregory,Kettering and Linview,40.12195,-88.2194,ILLINI NORTH
2017,2025-11-13T13:35:36-06:00,Goodwin and Nevada,Gregory at Mumford Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105767,-88.2239,ILLINI North
2105,2025-11-13T13:35:30-06:00,Third and Daniel,First and Armory,Transit Plaza,LAR,40.107933,-88.238483,ILLINI SOUTH
2367,2025-11-13T13:36:30-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1076,-88.233467,ILLINI South
2020,2025-11-13T13:36:39-06:00,Chemical and Life Sciences,Goodwin and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10745,-88.223917,ILLINI North
2018,2025-11-13T13:35:48-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2260,2025-11-13T13:36:27-06:00,Gregory at Library,Goodwin and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10415,-88.227633,ILLINI South
2261,2025-11-13T13:32:09-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:36:39-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.112883,-88.224033,ILLINI South
2365,2025-11-13T13:36:27-06:00,Goodwin at Materials Research,University and Goodwin,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.112567,-88.223883,ILLINI North
2263,2025-11-13T13:36:36-06:00,Atrium Apts,Lincoln and Kettering Park,First and Gregory,Kettering and Linview,40.127183,-88.21945,ILLINI NORTH
2017,2025-11-13T13:36:36-06:00,Goodwin and Gregory,Gregory at Library,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1042,-88.225517,ILLINI North
2105,2025-11-13T13:36:30-06:00,First and Daniel,First and Gregory,Transit Plaza,LAR,40.1055,-88.238717,ILLINI SOUTH
2367,2025-11-13T13:37:30-06:00,Third and Daniel,First and Armory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107933,-88.235817,ILLINI South
2020,2025-11-13T13:37:33-06:00,Goodwin and Nevada,Gregory at Mumford Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10595,-88.223883,ILLINI North
2018,2025-11-13T13:35:48-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2260,2025-11-13T13:37:30-06:00,Gregory at Mumford Hall,Goodwin and Nevada,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104133,-88.224567,ILLINI South
2261,2025-11-13T13:32:09-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:37:39-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.111533,-88.224067,ILLINI South
2365,2025-11-13T13:37:27-06:00,Goodwin and Main,Lincoln and Church,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.114617,-88.223933,ILLINI North
2263,2025-11-13T13:37:36-06:00,Lincoln and Bradley,Kettering and Linview,First and Gregory,Kettering and Linview,40.129867,-88.21945,ILLINI NORTH
2017,2025-11-13T13:37:36-06:00,Gregory at Mumford Hall,Fourth and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104183,-88.228633,ILLINI North
2105,2025-11-13T13:37:30-06:00,First and Gregory,Activities and Recreation,Transit Plaza,LAR,40.102867,-88.238633,ILLINI SOUTH
2367,2025-11-13T13:38:30-06:00,First and Daniel,First and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1079,-88.238667,ILLINI South
2020,2025-11-13T13:38:33-06:00,Goodwin and Gregory,Gregory at Library,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10415,-88.22575,ILLINI North
2018,2025-11-13T13:38:30-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2260,2025-11-13T13:38:36-06:00,Goodwin and Gregory,Krannert Center,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106267,-88.223817,ILLINI South
2261,2025-11-13T13:38:39-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:38:36-06:00,Goodwin at Ceramics Building,Illini Union,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110483,-88.224117,ILLINI South
2365,2025-11-13T13:38:27-06:00,University and Goodwin,Fairview and Lincoln,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1164,-88.219833,ILLINI North
2017,2025-11-13T13:38:36-06:00,Gregory at Library,Fourth and Peabody,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104167,-88.230033,ILLINI North
2105,2025-11-13T13:38:30-06:00,First and Stadium,Fourth and Peabody,Transit Plaza,LAR,40.1014,-88.236317,ILLINI SOUTH
2367,2025-11-13T13:39:27-06:00,First and Armory,First and Stadium,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104267,-88.238667,ILLINI South
2020,2025-11-13T13:39:33-06:00,Gregory at Mumford Hall,Fourth and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10415,-88.228717,ILLINI North
2018,2025-11-13T13:39:30-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099483,-88.220883,ILLINI North
2260,2025-11-13T13:39:39-06:00,Goodwin and Nevada,Illinois Street Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10825,-88.223817,ILLINI South
2261,2025-11-13T13:39:39-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:39:30-06:00,Green and Goodwin,Transit Plaza,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110417,-88.227067,ILLINI South
2365,2025-11-13T13:39:27-06:00,Lincoln and Church,Lincoln and Wascher,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1192,-88.219333,ILLINI North
2017,2025-11-13T13:39:36-06:00,Gregory at Library,Fourth and Peabody,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104133,-88.2332,ILLINI North
2105,2025-11-13T13:39:30-06:00,Activities and Recreation,Fourth and Gregory,Transit Plaza,LAR,40.10145,-88.233717,ILLINI SOUTH
2367,2025-11-13T13:40:30-06:00,First and Stadium,Fourth and Peabody,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.102133,-88.23865,ILLINI South
2020,2025-11-13T13:40:33-06:00,Gregory at Library,Fourth and Peabody,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1037,-88.2335,ILLINI North
2018,2025-11-13T13:40:36-06:00,Pennsylvania Ave. Residence Hall,LAR,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.0994,-88.222317,ILLINI North
2260,2025-11-13T13:40:33-06:00,Krannert Center,Lincoln and Illinois,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.109,-88.223633,ILLINI South
2261,2025-11-13T13:40:39-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.131783,-88.21965,ILLINI South
2022,2025-11-13T13:40:39-06:00,Illini Union,Wright and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110067,-88.22895,ILLINI South
2365,2025-11-13T13:40:27-06:00,Lincoln and Wascher,Lincoln and Bradley,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.124383,-88.219417,ILLINI North
2017,2025-11-13T13:40:36-06:00,Fourth and Gregory,Activities and Recreation,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1035,-88.2335,ILLINI North
2105,2025-11-13T13:40:30-06:00,Activities and Recreation,Fourth and Gregory,Transit Plaza,LAR,40.101817,-88.23335,ILLINI SOUTH
2367,2025-11-13T13:41:30-06:00,First and Stadium,Fourth and Peabody,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101383,-88.2359,ILLINI South
2020,2025-11-13T13:41:33-06:00,Fourth and Peabody,First and Stadium,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.101733,-88.233467,ILLINI North
2018,2025-11-13T13:41:39-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.100567,-88.22175,ILLINI North
2260,2025-11-13T13:41:33-06:00,Illinois Street Residence Hall,Lincoln and Oregon,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.109033,-88.22065,ILLINI South
2261,2025-11-13T13:41:39-06:00,Lincoln and Killarney,LINC Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.130017,-88.2196,ILLINI South
2022,2025-11-13T13:41:30-06:00,Transit Plaza,Fifth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.108167,-88.22885,ILLINI South
2365,2025-11-13T13:41:27-06:00,Atrium Apts,Lincoln and Kettering Park,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1272,-88.219433,ILLINI North
2017,2025-11-13T13:41:36-06:00,Fourth and Peabody,First and Stadium,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1015,-88.233583,ILLINI North
2105,2025-11-13T13:41:30-06:00,Fourth and Peabody,Gregory at Library,Transit Plaza,LAR,40.103983,-88.233383,ILLINI SOUTH
2367,2025-11-13T13:42:30-06:00,Activities and Recreation,Fourth and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101833,-88.233283,ILLINI South
2020,2025-11-13T13:42:33-06:00,Activities and Recreation,First and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.101433,-88.23845,ILLINI North
2018,2025-11-13T13:42:36-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.100583,-88.219533,ILLINI North
2260,2025-11-13T13:42:33-06:00,Lincoln and Illinois,LAR,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.108867,-88.219383,ILLINI South
2261,2025-11-13T13:42:39-06:00,Lincoln and Kettering Park,ONYX Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.128433,-88.219567,ILLINI South
2022,2025-11-13T13:42:27-06:00,Wright and Chalmers,Fourth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107017,-88.22885,ILLINI South
2365,2025-11-13T13:42:27-06:00,Lincoln and Kettering Park,Linview and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.129867,-88.218483,ILLINI North
2017,2025-11-13T13:42:36-06:00,Activities and Recreation,First and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.101433,-88.237233,ILLINI North
2105,2025-11-13T13:42:30-06:00,Fourth and Gregory,Gregory at Mumford Hall,Transit Plaza,LAR,40.104117,-88.2305,ILLINI SOUTH
2367,2025-11-13T13:43:30-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10395,-88.233383,ILLINI South
2020,2025-11-13T13:43:33-06:00,First and Gregory,First and Daniel,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104783,-88.238633,ILLINI North
2018,2025-11-13T13:43:39-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1041,-88.21915,ILLINI North
2260,2025-11-13T13:43:33-06:00,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.105333,-88.21925,ILLINI South
2261,2025-11-13T13:43:39-06:00,LINC Apartments,Lincoln and Wascher,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.125417,-88.21955,ILLINI South
2022,2025-11-13T13:43:30-06:00,Wright and Chalmers,Fourth and Chalmers,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106817,-88.231817,ILLINI South
2365,2025-11-13T13:43:27-06:00,Kettering and Linview,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1323,-88.217867,ILLINI North
2017,2025-11-13T13:43:36-06:00,First and Stadium,First and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.102933,-88.238617,ILLINI North
2105,2025-11-13T13:43:36-06:00,Gregory at Library,Goodwin and Gregory,Transit Plaza,LAR,40.104133,-88.228267,ILLINI SOUTH
2367,2025-11-13T13:44:27-06:00,Fourth and Peabody,Gregory at Library,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10395,-88.233383,ILLINI South
2020,2025-11-13T13:44:30-06:00,First and Armory,Third and Daniel,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107867,-88.238167,ILLINI North
2018,2025-11-13T13:44:30-06:00,LAR,Lincoln and Illinois,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10575,-88.219167,ILLINI North
2260,2025-11-13T13:44:33-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103217,-88.21925,ILLINI South
2261,2025-11-13T13:44:39-06:00,Lincoln and Wascher,Lincoln and Church,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.121417,-88.2195,ILLINI South
2022,2025-11-13T13:44:30-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1077,-88.233483,ILLINI South
2365,2025-11-13T13:43:54-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.13235,-88.218717,ILLINI South
2017,2025-11-13T13:44:33-06:00,First and Gregory,First and Daniel,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104617,-88.238617,ILLINI North
2105,2025-11-13T13:44:36-06:00,Gregory at Library,Goodwin and Gregory,Transit Plaza,LAR,40.104133,-88.225783,ILLINI SOUTH
2367,2025-11-13T13:45:30-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104133,-88.230617,ILLINI South
2020,2025-11-13T13:45:30-06:00,First and Daniel,Fourth and Chalmers,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107867,-88.2357,ILLINI North
2018,2025-11-13T13:45:30-06:00,Lincoln and Oregon,Illinois Street Residence Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.108867,-88.219283,ILLINI North
2260,2025-11-13T13:45:36-06:00,LAR,Unknown,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.099333,-88.219883,ILLINI South
2261,2025-11-13T13:45:33-06:00,Fairview and Lincoln,Campus Circle,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.117817,-88.2195,ILLINI South
2022,2025-11-13T13:45:30-06:00,Fourth and Chalmers,First and Daniel,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10795,-88.2357,ILLINI South
2365,2025-11-13T13:43:54-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.13235,-88.218717,ILLINI South
2017,2025-11-13T13:45:33-06:00,First and Daniel,Fourth and Chalmers,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10785,-88.2386,ILLINI North
2105,2025-11-13T13:45:36-06:00,Goodwin and Gregory,Krannert Center,Transit Plaza,LAR,40.105667,-88.2238,ILLINI SOUTH
2367,2025-11-13T13:46:30-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104133,-88.230483,ILLINI South
2020,2025-11-13T13:46:30-06:00,Third and Daniel,Fifth and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1079,-88.2346,ILLINI North
2018,2025-11-13T13:46:30-06:00,Lincoln and Illinois,Chemical and Life Sciences,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.109067,-88.220783,ILLINI North
2260,2025-11-13T13:45:57-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.09945,-88.220883,ILLINI North
2261,2025-11-13T13:46:33-06:00,Lincoln and Church,Goodwin and Clark,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.116633,-88.219467,ILLINI South
2022,2025-11-13T13:46:30-06:00,Third and Daniel,First and Armory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107917,-88.238117,ILLINI South
2365,2025-11-13T13:43:54-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.13235,-88.218717,ILLINI South
2017,2025-11-13T13:46:33-06:00,First and Daniel,Fourth and Chalmers,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1079,-88.236983,ILLINI North
2105,2025-11-13T13:46:39-06:00,Goodwin and Gregory,Krannert Center,Transit Plaza,LAR,40.106233,-88.223817,ILLINI SOUTH
2367,2025-11-13T13:47:30-06:00,Fourth and Gregory,Gregory at Mumford Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104133,-88.228617,ILLINI South
2020,2025-11-13T13:47:30-06:00,Fourth and Chalmers,Armory and Wright,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.106383,-88.2335,ILLINI North
2018,2025-11-13T13:47:30-06:00,Illinois Street Residence Hall,Goodwin and Nevada,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.10905,-88.22315,ILLINI North
2260,2025-11-13T13:45:57-06:00,Unknown,Pennsylvania and Maryland Dr.,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.09945,-88.220883,ILLINI North
2261,2025-11-13T13:47:33-06:00,Lincoln and Church,Goodwin and Clark,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.116467,-88.221633,ILLINI South
2022,2025-11-13T13:47:30-06:00,Third and Daniel,First and Armory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.107917,-88.238333,ILLINI South
2365,2025-11-13T13:43:54-06:00,Unknown,Lincoln and Kettering Park,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.13235,-88.218717,ILLINI South
2017,2025-11-13T13:47:33-06:00,Third and Daniel,Fifth and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1079,-88.23385,ILLINI North
2105,2025-11-13T13:47:24-06:00,Goodwin and Nevada,Illinois Street Residence Hall,Transit Plaza,LAR,40.10825,-88.2238,ILLINI SOUTH
2367,2025-11-13T13:48:27-06:00,Gregory at Library,Goodwin and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10415,-88.227967,ILLINI South
2020,2025-11-13T13:48:30-06:00,Fourth and Chalmers,Armory and Wright,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105367,-88.232083,ILLINI North
2018,2025-11-13T13:48:30-06:00,Illinois Street Residence Hall,Goodwin and Nevada,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.107817,-88.223967,ILLINI North
2260,2025-11-13T13:48:30-06:00,Pennsylvania Ave. Residence Hall,LAR,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.099367,-88.222433,ILLINI North
2261,2025-11-13T13:48:33-06:00,Campus Circle,Goodwin and Main,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.11555,-88.2241,ILLINI South
2022,2025-11-13T13:48:39-06:00,First and Daniel,First and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10755,-88.238733,ILLINI South
2365,2025-11-13T13:48:30-06:00,Lincoln and Killarney,LINC Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.13175,-88.219633,ILLINI South
2017,2025-11-13T13:48:30-06:00,Third and Daniel,Fifth and Armory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.106783,-88.233533,ILLINI North
2105,2025-11-13T13:48:39-06:00,Krannert Center,Lincoln and Illinois,Transit Plaza,LAR,40.109017,-88.221783,ILLINI SOUTH
2367,2025-11-13T13:49:30-06:00,Gregory at Mumford Hall,Goodwin and Nevada,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.10415,-88.224,ILLINI South
2020,2025-11-13T13:49:33-06:00,Fifth and Armory,Transit Plaza,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105467,-88.230517,ILLINI North
2018,2025-11-13T13:49:30-06:00,Chemical and Life Sciences,Goodwin and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1061,-88.2239,ILLINI North
2260,2025-11-13T13:49:33-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.100567,-88.222017,ILLINI North
2261,2025-11-13T13:49:39-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.11295,-88.224,ILLINI South
2022,2025-11-13T13:49:39-06:00,First and Armory,First and Stadium,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.104483,-88.238667,ILLINI South
2365,2025-11-13T13:49:30-06:00,Lincoln and Kettering Park,ONYX Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.128633,-88.2196,ILLINI South
2017,2025-11-13T13:49:33-06:00,Fourth and Chalmers,Armory and Wright,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105667,-88.2335,ILLINI North
2105,2025-11-13T13:49:39-06:00,Lincoln and Illinois,LAR,Transit Plaza,LAR,40.108883,-88.219333,ILLINI SOUTH
2367,2025-11-13T13:50:27-06:00,Goodwin and Gregory,Krannert Center,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.1057,-88.223833,ILLINI South
2020,2025-11-13T13:50:33-06:00,Fifth and Armory,Transit Plaza,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1055,-88.2288,ILLINI North
2018,2025-11-13T13:50:33-06:00,Goodwin and Nevada,Gregory at Mumford Hall,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.104617,-88.2239,ILLINI North
2260,2025-11-13T13:50:33-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.100583,-88.219417,ILLINI North
2261,2025-11-13T13:50:39-06:00,Goodwin and Main,Green and Goodwin,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.111617,-88.22405,ILLINI South
2022,2025-11-13T13:50:39-06:00,First and Gregory,Activities and Recreation,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.103617,-88.238667,ILLINI South
2365,2025-11-13T13:50:30-06:00,LINC Apartments,Lincoln and Wascher,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.127517,-88.219633,ILLINI South
2017,2025-11-13T13:50:30-06:00,Fourth and Chalmers,Armory and Wright,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105667,-88.2335,ILLINI North
2105,2025-11-13T13:50:39-06:00,Lincoln and Oregon,Unknown,Transit Plaza,LAR,40.10645,-88.2193,ILLINI SOUTH
2367,2025-11-13T13:51:45-06:00,Goodwin and Nevada,Illinois Street Residence Hall,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.106833,-88.223833,ILLINI South
2020,2025-11-13T13:51:48-06:00,Armory and Wright,Illini Union,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1067,-88.2288,ILLINI North
2018,2025-11-13T13:51:42-06:00,Goodwin and Gregory,Gregory at Library,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1042,-88.225567,ILLINI North
2260,2025-11-13T13:51:48-06:00,Pennsylvania and Maryland Dr.,Lincoln and Oregon,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.103583,-88.2191,ILLINI North
2261,2025-11-13T13:51:45-06:00,Goodwin at Ceramics Building,Illini Union,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110533,-88.22485,ILLINI South
2022,2025-11-13T13:51:42-06:00,First and Stadium,Fourth and Peabody,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101417,-88.23625,ILLINI South
2365,2025-11-13T13:51:45-06:00,Lincoln and Wascher,Lincoln and Church,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.12185,-88.2195,ILLINI South
2017,2025-11-13T13:51:48-06:00,Fourth and Chalmers,Armory and Wright,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1054,-88.2321,ILLINI North
2367,2025-11-13T13:52:30-06:00,Krannert Center,Lincoln and Illinois,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.108417,-88.223833,ILLINI South
2020,2025-11-13T13:52:33-06:00,Armory and Wright,Illini Union,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.106883,-88.228817,ILLINI North
2018,2025-11-13T13:52:27-06:00,Gregory at Mumford Hall,Fourth and Gregory,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.1042,-88.2263,ILLINI North
2260,2025-11-13T13:52:39-06:00,LAR,Lincoln and Illinois,Pennsylvania Ave. Residence Hall,Lincoln and Killarney,40.105533,-88.2191,ILLINI North
2261,2025-11-13T13:52:21-06:00,Green and Goodwin,Transit Plaza,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.110533,-88.225033,ILLINI South
2022,2025-11-13T13:52:39-06:00,Activities and Recreation,Fourth and Gregory,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.101433,-88.23405,ILLINI South
2420,2025-11-13T13:52:39-06:00,Lincoln and Killarney,LINC Apartments,Lincoln and Killarney,Pennsylvania Ave. Residence Hall,40.114967,-88.20745,ILLINI SOUTH
